id,conv_id,context,prompt,evaluation,empathetic_intent,speaker_utterance,listener_utterance,speaker_sentiment,listener_sentiment,predictions_ER,predictions_IP,predictions_EX
3567,hit:1070_conv:2140,angry,Where I live it's forecasted to rain all week.,4.0,1,How has the weather been where you are.,It's been really rainy. My power just went out awhile ago.,neutral,negative,0,2,0
3568,hit:1070_conv:2140,angry,Where I live it's forecasted to rain all week.,4.0,1,Oh no_comma_ does that happen a lot when it rains near you?,Yes it makes me pretty upset to be honest.,neutral,negative,0,2,0
3569,hit:5815_conv:11631,grateful,I am very thankful to be alive today,2.0,4,i had a crash,Ouch_comma_ I am sorry to hear that. I hope you are ok?,neutral,neutral,2,0,0
3570,hit:5815_conv:11631,grateful,I am very thankful to be alive today,2.0,6,Thanks,What happened?,positive,neutral,0,0,1
3571,hit:6193_conv:12387,excited,The other day I got to take my kids to the beach for the first time. I could barely contain myself on the trip there!,2.0,6,Tuesday I got to take my kids to the beach for the first time.,Did you have a good time?,positive,positive,0,0,1
3572,hit:6193_conv:12387,excited,The other day I got to take my kids to the beach for the first time. I could barely contain myself on the trip there!,2.0,7,We had a blast! I could barely contain myself on the trip there!,They'll always have good memories of the beach.,positive,positive,0,0,0
3573,hit:4841_conv:9683,furious,I was sitting eating dinner when all of the sudden my cat jumped on the kitchen table and knocked over my food! I was SO mad.,1.0,6,I have this cat that loves to cause issues,What sort of issues?,negative,neutral,0,0,2
3574,hit:4841_conv:9683,furious,I was sitting eating dinner when all of the sudden my cat jumped on the kitchen table and knocked over my food! I was SO mad.,1.0,1,Like last night. She decided that she wanted to jump on the table,Cats are always getting into things and causing destruction.,neutral,negative,0,0,0
3575,hit:4997_conv:9994,trusting,I took my boots off after a long day of working outside and MAN_comma_ the smell!,5.0,6,I worked all day in the sun and didn't put socks on before putting my boots on. Boy did I regret that later in the day when I took them off!,Oh man_comma_ did you put your socks on after you put your boots on? That must of been awkward getting your socks dirty.,negative,negative,0,0,2
3576,hit:4997_conv:9994,trusting,I took my boots off after a long day of working outside and MAN_comma_ the smell!,5.0,8,I washed my feet immediately after the smell hit me! Never sweat in boots without socks to soak some of it up! It,For sure_comma_ that is a motto to live by! I wouldn't dream of doing anything different.,neutral,positive,0,0,0
3577,hit:3946_conv:7892,content,I feel like everything is falling into place for me. I am so happy,3.0,7,I think my life is pretty good right now.,thats good,positive,positive,0,0,0
3578,hit:3946_conv:7892,content,I feel like everything is falling into place for me. I am so happy,3.0,7,I hope it lasts. Everything is just falling into place.,good for you,positive,positive,0,0,0
3579,hit:1452_conv:2904,sentimental,I love looking at my kids baby pictures. They were so sweet.,3.0,6,I spend a lot of time looking at my kds baby photos.,Are they grown up now? They grow up so fast.,neutral,neutral,0,0,2
3580,hit:1452_conv:2904,sentimental,I love looking at my kids baby pictures. They were so sweet.,3.0,2,three_comma_ four and thirteen. And they are all terrible lol jk,hahaha I bet there are.,negative,neutral,0,0,0
3581,hit:7392_conv:14784,sentimental,I miss my dog this time of year.,1.0,6,I miss my dog this time of year.,What happened to your dog?,negative,neutral,0,0,2
3582,hit:7392_conv:14784,sentimental,I miss my dog this time of year.,1.0,4,She passed away.,I'm sorry to hear that. are you going to get another doggo?,negative,negative,2,0,2
3583,hit:5049_conv:10099,apprehensive,My car has been having problems. I'm worried it won't make it in the future,2.0,6,My car has been having issues lately,what's wrong with it?,negative,negative,0,0,1
3584,hit:5049_conv:10099,apprehensive,My car has been having problems. I'm worried it won't make it in the future,2.0,6,Engine issues I think_comma_ not sure if the car will make it,can you fix it?,negative,neutral,0,0,1
3585,hit:1951_conv:3902,sentimental,I was looking at old pictures from my first apartment after college_comma_ and started thinking about all the times I had there hanging out with friends.,3.0,6,"I was looking at old pictures from my first ""adult"" apartment_comma_ and thinking about all the times I spent there with friends and roommates.",Nostalgia can be wonderful_comma_ can't it?,neutral,positive,0,0,0
3586,hit:1951_conv:3902,sentimental,I was looking at old pictures from my first apartment after college_comma_ and started thinking about all the times I had there hanging out with friends.,3.0,8,It can_comma_ but it can also hurt sometimes. It's probably just nostalgia hardcore_comma_ but sometimes I wish I could go back to that time.,I feel the same when listening to 90s alternative music,negative,neutral,0,2,0
3587,hit:7327_conv:14655,disappointed,I was a little sad with the weather today. We had to cancel plans,1.0,6,I was a little sad with the weather today. We had to cancel plans,Rainy?,negative,neutral,0,0,0
3588,hit:7327_conv:14655,disappointed,I was a little sad with the weather today. We had to cancel plans,1.0,1,Very much so_comma_ and the wind was blowing,Yuck,neutral,negative,0,0,0
3589,hit:6202_conv:12404,trusting,I'm watching my brother's dog this weekend.,1.0,1,I'm watching my brother's dog this weekend.,thats nice of you_comma_ what kind of dog>,neutral,positive,1,0,2
3590,hit:6202_conv:12404,trusting,I'm watching my brother's dog this weekend.,1.0,6,She's a mutt. So not sure.,lol is she a big dog?,neutral,neutral,0,0,2
3591,hit:920_conv:1841,devastated,When my aunt passed away_comma_ it was just bad. It was the worst thing to happen to me at that point,4.0,4,I was devastated when my aunt passed away. She helped raise me so it was tough,I'm sorry to hear that. Losing family is always tough,negative,negative,2,0,0
3592,hit:920_conv:1841,devastated,When my aunt passed away_comma_ it was just bad. It was the worst thing to happen to me at that point,4.0,8,Yeah_comma_ I got used to that unfortunately,I recently lost my grandmother. I thought I wouldn't get through it at all.,negative,negative,0,2,0
3593,hit:8232_conv:16465,impressed,I went to see one of my friends play basketball on his team and he was really good.,3.0,6,I saw one of my friends play in his rec basketball league and did very well.,Cool Do they have tournaments?,positive,neutral,0,0,2
3594,hit:8232_conv:16465,impressed,I went to see one of my friends play basketball on his team and he was really good.,3.0,6,Yeah they do have tournaments_comma_ but the game that I watched was a regular season game. They ended up winning,Do you play too?,positive,neutral,0,0,2
3595,hit:8232_conv:16465,impressed,I went to see one of my friends play basketball on his team and he was really good.,3.0,0,Not in a league like that just recreationally with friends. I am not good.,Me either lol. I wold be a good water boy lol,negative,positive,0,2,0
3596,hit:11898_conv:23797,joyful,red dead redemption 2 is coming out which looks awesome,2.0,6,red dead redemption 2 is coming out which looks awesome,I can't wait either_comma_ I am looking forward to it as well. Do you know when the release date is?,positive,positive,0,2,2
3597,hit:11898_conv:23797,joyful,red dead redemption 2 is coming out which looks awesome,2.0,6,i think sometime in october_comma_ gonna be hype,CoD 4 comes out in about two weeks I think.,positive,neutral,0,0,0
3598,hit:4932_conv:9865,grateful,I am allergic to shell fish. I almost ate something with shellfish but someone stopped me and I thanked him.,3.0,8,I am allergic to lobster.,There are a lot of people allergic to shellfish. That's a bummer though_comma_ lobster is good.,negative,negative,0,0,0
3599,hit:4932_conv:9865,grateful,I am allergic to shell fish. I almost ate something with shellfish but someone stopped me and I thanked him.,3.0,6,Yeah_comma_ I almost ate something with lobster in it.,Oh no that is terrible. How did you find out it had lobster in it?,negative,negative,1,0,2
3600,hit:5784_conv:11568,prepared,I went into that interviewing knowing i could answer any question they threw at me,4.0,6,I went into that interviewing knowing i could answer any question they threw at me,Yeah - do you think it went well then?,neutral,neutral,0,0,2
3601,hit:5784_conv:11568,prepared,I went into that interviewing knowing i could answer any question they threw at me,4.0,2,yea im sure i'll get the job,Good. I hope you do. When will you find out?,positive,positive,1,0,2
3602,hit:4048_conv:8097,content,I found a pizza joint in town that does a buffet. Needless to say I left satisfied.,3.0,6,Man I am stuffed. I found a new pizza joint in town.,That is nice. Do you like a lot pizza?,positive,positive,1,0,2
3603,hit:4048_conv:8097,content,I found a pizza joint in town that does a buffet. Needless to say I left satisfied.,3.0,8,Yeah I definitely like a lot of pizza. This place had a all you can eat buffet. I ate my fill of pizza!,You are lucky.,positive,positive,1,0,0
3604,hit:9826_conv:19653,surprised,I was surprised when my parents got me a car as my graduation present_comma_ it was not expected,4.0,2,I was surprised when my parents got me a car as my graduation present_comma_ it was not expected,That is so awesome. I hope you show them how grateful you are.,positive,positive,1,0,0
3605,hit:9826_conv:19653,surprised,I was surprised when my parents got me a car as my graduation present_comma_ it was not expected,4.0,8,I try to the best I can!,Well I am sure you deserve it. Just take real good care of it.,positive,positive,1,0,0
